EPISODE_TYPE,Clinical_category,DEF_NAME,DEF_SUB,DEF_DESC,EPISODE_NAME,PAC_RF,PAC_DESC,flag
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y134,Age-related macular degeneration,Age-related macular degeneration,PC013,Vitrious hemorrhage,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y134,Age-related macular degeneration,Age-related macular degeneration,PC014,Inflammation/infection of eye,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y134,Age-related macular degeneration,Age-related macular degeneration,PC044,"Drug overdose, underdose, and adverse effects -ophthalmological drugs",0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y134,Age-related macular degeneration,Age-related macular degeneration,PC94,Visual impairment/blind,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y135,Glaucoma,Glaucoma,PC011,Retinal detachment,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y135,Glaucoma,Glaucoma,PC012,Vitreous prolapse,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y135,Glaucoma,Glaucoma,PC013,Vitrious hemorrhage,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y135,Glaucoma,Glaucoma,PC014,Inflammation/infection of eye,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y135,Glaucoma,Glaucoma,PC044,"Drug overdose, underdose, and adverse effects -ophthalmological drugs",0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y135,Glaucoma,Glaucoma,PC94,Visual impairment/blind,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y136,Vitreous opacities/degeneration,Vitreous opacities and degeneration,PC011,Retinal detachment,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y136,Vitreous opacities/degeneration,Vitreous opacities and degeneration,PC012,Vitreous prolapse,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y136,Vitreous opacities/degeneration,Vitreous opacities and degeneration,PC013,Vitrious hemorrhage,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y136,Vitreous opacities/degeneration,Vitreous opacities and degeneration,PC014,Inflammation/infection of eye,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y136,Vitreous opacities/degeneration,Vitreous opacities and degeneration,PC044,"Drug overdose, underdose, and adverse effects -ophthalmological drugs",0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y136,Vitreous opacities/degeneration,Vitreous opacities and degeneration,PC94,Visual impairment/blind,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y137,Visual impairment/blind,Visual impairment and blindness,PC014,Inflammation/infection of eye,0
Chronic Medical,Eye and adnexa diseases,PPI_CH_MED,PPI_CH_MED_Y137,Visual impairment/blind,Visual impairment and blindness,PC044,"Drug overdose, underdose, and adverse effects -ophthalmological drugs",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y005,Fatty liver,Liver disease due to fat accumulation,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y005,Fatty liver,Liver disease due to fat accumulation,PC19,Gastrointestinal hemorrhage,0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y005,Fatty liver,Liver disease due to fat accumulation,PC24,"Intestinal obstr, ileus",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y005,Fatty liver,Liver disease due to fat accumulation,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y005,Fatty liver,Liver disease due to fat accumulation,PC98,"Perforation, fistula GB, bile duct, pancreas",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y005,Fatty liver,Liver disease due to fat accumulation,PC99,Biliary tract obstruction,0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y192,Gastroduodenitis,Stomach and duodenal inflammation,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y192,Gastroduodenitis,Stomach and duodenal inflammation,PC19,Gastrointestinal hemorrhage,0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y192,Gastroduodenitis,Stomach and duodenal inflammation,PC24,"Intestinal obstr, ileus",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y192,Gastroduodenitis,Stomach and duodenal inflammation,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y192,Gastroduodenitis,Stomach and duodenal inflammation,PC98,"Perforation, fistula GB, bile duct, pancreas",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y193,Diverticulosis of intestine,Diverticulosis (outpouchings) of intestine,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y193,Diverticulosis of intestine,Diverticulosis (outpouchings) of intestine,PC19,Gastrointestinal hemorrhage,0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y193,Diverticulosis of intestine,Diverticulosis (outpouchings) of intestine,PC24,"Intestinal obstr, ileus",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y193,Diverticulosis of intestine,Diverticulosis (outpouchings) of intestine,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y193,Diverticulosis of intestine,Diverticulosis (outpouchings) of intestine,PC97,Bladder fistula,0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y193,Diverticulosis of intestine,Diverticulosis (outpouchings) of intestine,PC98,"Perforation, fistula GB, bile duct, pancreas",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y194,Inflammatory bowel disease,Chronic Inflammatory Bowel Disease (IBD),PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y194,Inflammatory bowel disease,Chronic Inflammatory Bowel Disease (IBD),PC19,Gastrointestinal hemorrhage,0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y194,Inflammatory bowel disease,Chronic Inflammatory Bowel Disease (IBD),PC24,"Intestinal obstr, ileus",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y194,Inflammatory bowel disease,Chronic Inflammatory Bowel Disease (IBD),PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y194,Inflammatory bowel disease,Chronic Inflammatory Bowel Disease (IBD),PC98,"Perforation, fistula GB, bile duct, pancreas",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y197,Irritable bowel and related,Irritable Bowel Syndrome (IBS),PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y197,Irritable bowel and related,Irritable Bowel Syndrome (IBS),PC19,Gastrointestinal hemorrhage,0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y197,Irritable bowel and related,Irritable Bowel Syndrome (IBS),PC24,"Intestinal obstr, ileus",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y197,Irritable bowel and related,Irritable Bowel Syndrome (IBS),PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y197,Irritable bowel and related,Irritable Bowel Syndrome (IBS),PC98,"Perforation, fistula GB, bile duct, pancreas",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y198,Esophagitis/GERD,Acid reflux,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y198,Esophagitis/GERD,Acid reflux,PC19,Gastrointestinal hemorrhage,0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y198,Esophagitis/GERD,Acid reflux,PC24,"Intestinal obstr, ileus",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y198,Esophagitis/GERD,Acid reflux,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y198,Esophagitis/GERD,Acid reflux,PC98,"Perforation, fistula GB, bile duct, pancreas",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y199,Peptic ulcer,Chronic stomach ulcer,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y199,Peptic ulcer,Chronic stomach ulcer,PC19,Gastrointestinal hemorrhage,0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y199,Peptic ulcer,Chronic stomach ulcer,PC24,"Intestinal obstr, ileus",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y199,Peptic ulcer,Chronic stomach ulcer,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y199,Peptic ulcer,Chronic stomach ulcer,PC98,"Perforation, fistula GB, bile duct, pancreas",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y202,Cirrhosis of Liver,Cirrhosis of the liver,PC041,"Drug overdose, underdose, and adverse effects - GI system drugs",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y202,Cirrhosis of Liver,Cirrhosis of the liver,PC19,Gastrointestinal hemorrhage,0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y202,Cirrhosis of Liver,Cirrhosis of the liver,PC24,"Intestinal obstr, ileus",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y202,Cirrhosis of Liver,Cirrhosis of the liver,PC37,"Intestinnal abscess, peritonitis, perforation, drainage",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y202,Cirrhosis of Liver,Cirrhosis of the liver,PC98,"Perforation, fistula GB, bile duct, pancreas",0
Chronic Medical,GI system diseases,PPI_CH_MED,PPI_CH_MED_Y202,Cirrhosis of Liver,Cirrhosis of the liver,PC99,Biliary tract obstruction,0
Chronic Medical,GU system diseases,PPI_CH_MED,PPI_CH_MED_Y007,Chronic Kidney Disease,Chronic kidney disease,PC10,Acute Renal Failure,1
Chronic Medical,GU system diseases,PPI_CH_MED,PPI_CH_MED_Y007,Chronic Kidney Disease,Chronic kidney disease,PC21,"Acute CHF, pulm edema",1
Chronic Medical,GU system diseases,PPI_CH_MED,PPI_CH_MED_Y007,Chronic Kidney Disease,Chronic kidney disease,PC48,Fluid and Electrolyte disturbances,1
Chronic Medical,GU system diseases,PPI_CH_MED,PPI_CH_MED_Y007,Chronic Kidney Disease,Chronic kidney disease,PC59,Hypertensive crisis,1
Chronic Medical,GU system diseases,PPI_CH_MED,PPI_CH_MED_Y259,Urinary stone disease,Kidney stone disease,PC10,Acute Renal Failure,1
Chronic Medical,GU system diseases,PPI_CH_MED,PPI_CH_MED_Y259,Urinary stone disease,Kidney stone disease,PC11,Urinary Tract Infections,1
Chronic Medical,GU system diseases,PPI_CH_MED,PPI_CH_MED_Y263,Bladder dysfunction,Urination/bladder dysfunction,PC10,Acute Renal Failure,1
Chronic Medical,GU system diseases,PPI_CH_MED,PPI_CH_MED_Y263,Bladder dysfunction,Urination/bladder dysfunction,PC11,Urinary Tract Infections,1
Chronic Medical,GU system diseases,PPI_CH_MED,PPI_CH_MED_Y265,Benign Prostatic Hyperplasia,Enlarged prostate,PC11,Urinary Tract Infections,1
Chronic Medical,GU system diseases,PPI_CH_MED,PPI_CH_MED_Y267,Pelvic floor relaxation/prolapse,Pelvic organ prolapse,PC11,Urinary Tract Infections,1
Chronic Medical,Infectious diseases,PPI_CH_MED,PPI_CH_MED_Y012,Hepatitis c (chronic),Hepatitis C,PC022,"Drug overdose, underdose, and adverse effects - systemic anti-infectives and antiparasitics",1
Chronic Medical,Infectious diseases,PPI_CH_MED,PPI_CH_MED_Y012,Hepatitis c (chronic),Hepatitis C,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
Chronic Medical,Infectious diseases,PPI_CH_MED,PPI_CH_MED_Y012,Hepatitis c (chronic),Hepatitis C,PC15,Opportunistic Infections,1
Chronic Medical,Infectious diseases,PPI_CH_MED,PPI_CH_MED_Y013,HIV/AIDS,HIV/AIDS,PC022,"Drug overdose, underdose, and adverse effects - systemic anti-infectives and antiparasitics",1
Chronic Medical,Infectious diseases,PPI_CH_MED,PPI_CH_MED_Y013,HIV/AIDS,HIV/AIDS,PC04,"Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock",1
Chronic Medical,Infectious diseases,PPI_CH_MED,PPI_CH_MED_Y013,HIV/AIDS,HIV/AIDS,PC15,Opportunistic Infections,1
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y066,Dementia,Chronic Non-Alzheimer's dementia,PC029,"Drug overdose, underdose, and adverse effects - antipsychot/neurolept",0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y066,Dementia,Chronic Non-Alzheimer's dementia,PC127,Acute Delirium,0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y069,Anxiety disorders,Anxiety disorders,PC028,"Drug overdose, underdose, and adverse effects -antidepressants",0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y069,Anxiety disorders,Anxiety disorders,PC029,"Drug overdose, underdose, and adverse effects - antipsychot/neurolept",0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y069,Anxiety disorders,Anxiety disorders,PC127,Acute Delirium,0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y071,Alcohol use disorders,Alcohol use disorders,PC06,Coma; stupor; and brain damage,1
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y071,Alcohol use disorders,Alcohol use disorders,PC128,Acute Encephalopathy,1
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y072,Drug use disorders,Drug use disorders,PC06,Coma; stupor; and brain damage,1
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y072,Drug use disorders,Drug use disorders,PC128,Acute Encephalopathy,1
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y074,Schizophrenia,Schizophrenia,PC029,"Drug overdose, underdose, and adverse effects - antipsychot/neurolept",0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y074,Schizophrenia,Schizophrenia,PC127,Acute Delirium,0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y077,Bipolar disorder,Bipolar disorder,PC028,"Drug overdose, underdose, and adverse effects -antidepressants",0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y077,Bipolar disorder,Bipolar disorder,PC029,"Drug overdose, underdose, and adverse effects - antipsychot/neurolept",0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y077,Bipolar disorder,Bipolar disorder,PC127,Acute Delirium,0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y078,Depressive disorders,Depression,PC028,"Drug overdose, underdose, and adverse effects -antidepressants",0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y078,Depressive disorders,Depression,PC029,"Drug overdose, underdose, and adverse effects - antipsychot/neurolept",0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y078,Depressive disorders,Depression,PC127,Acute Delirium,0
Chronic Medical,Mental health,PPI_CH_MED,PPI_CH_MED_Y084,"ADHD, conduct disorders, and hyperkinetic syndrome",Hyperactivity and behavioral disorders,PC029,"Drug overdose, underdose, and adverse effects - antipsychot/neurolept",0
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y216,Rheumatoid Arthritis,Rheumatoid arthritis,PC313,Complication of Implanted device/graft - orthopedic,0
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y216,Rheumatoid Arthritis,Rheumatoid arthritis,PC96,Pathological fracture,0
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y216,Rheumatoid Arthritis,Rheumatoid arthritis,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y216,Rheumatoid Arthritis,Rheumatoid arthritis,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y219,Gout,Gout,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y219,Gout,Gout,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y222,Osteoarthritis,Arthritis,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y222,Osteoarthritis,Arthritis,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y223,Osteoporosis,Osteoporosis,PC96,Pathological fracture,0
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y223,Osteoporosis,Osteoporosis,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y223,Osteoporosis,Osteoporosis,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y231,Pain in joint,Pain in joint,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y231,Pain in joint,Pain in joint,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y240,Arteritis,Inflammation of artery(s),PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y240,Arteritis,Inflammation of artery(s),PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y241,Lupus (SLE),Lupus,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y241,Lupus (SLE),Lupus,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y241,Lupus (SLE),Lupus,PC03,Stroke/TIA,1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y241,Lupus (SLE),Lupus,PC09,"Acute Myocardial Infarction, Coronary thrombolysis",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y241,Lupus (SLE),Lupus,PC10,Acute Renal Failure,1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y245,Spine deformity,Spinal deformity or curvature,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y245,Spine deformity,Spinal deformity or curvature,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y257,Spine post laminectomy syndrome,Spinal stenosis post laminectomy,PC024,"Drug overdose, underdose, and adverse effects -nonopioid analgesics, antipyretics and antirheumat",1
Chronic Medical,Musculoskeletal system diseases,PPI_CH_MED,PPI_CH_MED_Y257,Spine post laminectomy syndrome,Spinal stenosis post laminectomy,PC025,"Drug overdose, underdose, and adverse effects -anesthetics and therapeutic gases",1
