Clinical_category,Episode_type,Episode_name,def_sub,spec_cd,Spec_desc,Spec_type
Circulatory system diseases,IP Procedure,Cardiac valve surgery,PPI_IP_PROC_P18,78,Cardiac surgery,PROC
Circulatory system diseases,IP Procedure,Cardiac valve surgery,PPI_IP_PROC_P18,06,Cardiology,SCP
Circulatory system diseases,IP Procedure,Coronary artery bypass graft,PPI_IP_PROC_P19,33,Thoracic surgery,PROC
Circulatory system diseases,IP Procedure,Coronary artery bypass graft,PPI_IP_PROC_P19,78,Cardiac surgery,PROC
Circulatory system diseases,IP Procedure,Coronary artery bypass graft,PPI_IP_PROC_P19,06,Cardiology,SCP
Circulatory system diseases,IP or OP/ASC Procedure,Implatation of permanent pacemaker/defibrillator/A,PPI_IOP_PROC_P20,21,Cardiac electrophysiology,PROC
Circulatory system diseases,IP or OP/ASC Procedure,Implatation of permanent pacemaker/defibrillator/A,PPI_IOP_PROC_P20,C3,Interventional cardiology,PROC
Circulatory system diseases,IP or OP/ASC Procedure,Implatation of permanent pacemaker/defibrillator/A,PPI_IOP_PROC_P20,06,Cardiology,SCP
Circulatory system diseases,IP or OP/ASC Procedure,Pacemaker replacement or revision,PPI_IOP_PROC_P24,21,Cardiac electrophysiology,PROC
Circulatory system diseases,IP or OP/ASC Procedure,Pacemaker replacement or revision,PPI_IOP_PROC_P24,C3,Interventional cardiology,PROC
Circulatory system diseases,IP or OP/ASC Procedure,Pacemaker replacement or revision,PPI_IOP_PROC_P24,06,Cardiology,SCP
Circulatory system diseases,IP or OP/ASC Procedure,Percutaneous cardiac intervention,PPI_IOP_PROC_P25,C3,Interventional cardiology,PROC
Circulatory system diseases,IP or OP/ASC Procedure,Percutaneous cardiac intervention,PPI_IOP_PROC_P25,06,Cardiology,SCP
Circulatory system diseases,OP Acute Medical,Acute DVT extremity/NOS,PPI_AC_MED_X156,01,General practice,PCP
Circulatory system diseases,OP Acute Medical,Acute DVT extremity/NOS,PPI_AC_MED_X156,08,Family practice,PCP
Circulatory system diseases,OP Acute Medical,Acute DVT extremity/NOS,PPI_AC_MED_X156,11,Internal medicine,PCP
Circulatory system diseases,OP Acute Medical,Acute DVT extremity/NOS,PPI_AC_MED_X156,37,Pediatric medicine,PCP
Circulatory system diseases,OP Acute Medical,Acute DVT extremity/NOS,PPI_AC_MED_X156,38,Geriatric medicine,PCP
Circulatory system diseases,OP Acute Medical,Acute DVT extremity/NOS,PPI_AC_MED_X156,77,Vascular surgery,PROC
Circulatory system diseases,OP Acute Medical,Acute DVT extremity/NOS,PPI_AC_MED_X156,06,Cardiology,SCP
Circulatory system diseases,OP Acute Medical,Acute DVT extremity/NOS,PPI_AC_MED_X156,82,Hematology,SCP
Circulatory system diseases,OP Acute Medical,Acute DVT extremity/NOS,PPI_AC_MED_X156,83,Hematology/oncology,SCP
Circulatory system diseases,OP Acute Medical,Arterial thromboembolism,PPI_AC_MED_X155,01,General practice,PCP
Circulatory system diseases,OP Acute Medical,Arterial thromboembolism,PPI_AC_MED_X155,08,Family practice,PCP
Circulatory system diseases,OP Acute Medical,Arterial thromboembolism,PPI_AC_MED_X155,11,Internal medicine,PCP
Circulatory system diseases,OP Acute Medical,Arterial thromboembolism,PPI_AC_MED_X155,38,Geriatric medicine,PCP
Circulatory system diseases,OP Acute Medical,Arterial thromboembolism,PPI_AC_MED_X155,02,General surgery,PROC
Circulatory system diseases,OP Acute Medical,Arterial thromboembolism,PPI_AC_MED_X155,77,Vascular surgery,PROC
Circulatory system diseases,OP Acute Medical,Arterial thromboembolism,PPI_AC_MED_X155,06,Cardiology,SCP
Circulatory system diseases,OP Acute Medical,Arterial thromboembolism,PPI_AC_MED_X155,82,Hematology,SCP
Circulatory system diseases,OP Acute Medical,Arterial thromboembolism,PPI_AC_MED_X155,83,Hematology/oncology,SCP
Circulatory system diseases,OP Acute Medical,Atherosclerosis aorta,PPI_AC_MED_X526,01,General practice,PCP
Circulatory system diseases,OP Acute Medical,Atherosclerosis aorta,PPI_AC_MED_X526,08,Family practice,PCP
Circulatory system diseases,OP Acute Medical,Atherosclerosis aorta,PPI_AC_MED_X526,11,Internal medicine,PCP
Circulatory system diseases,OP Acute Medical,Atherosclerosis aorta,PPI_AC_MED_X526,38,Geriatric medicine,PCP
Circulatory system diseases,OP Acute Medical,Atherosclerosis aorta,PPI_AC_MED_X526,77,Vascular surgery,PROC
Circulatory system diseases,OP Acute Medical,Atherosclerosis aorta,PPI_AC_MED_X526,06,Cardiology,SCP
Circulatory system diseases,OP Acute Medical,Endocarditis,PPI_AC_MED_X528,01,General practice,PCP
Circulatory system diseases,OP Acute Medical,Endocarditis,PPI_AC_MED_X528,08,Family practice,PCP
Circulatory system diseases,OP Acute Medical,Endocarditis,PPI_AC_MED_X528,11,Internal medicine,PCP
Circulatory system diseases,OP Acute Medical,Endocarditis,PPI_AC_MED_X528,38,Geriatric medicine,PCP
Circulatory system diseases,OP Acute Medical,Endocarditis,PPI_AC_MED_X528,C3,Interventional cardiology,PROC
Circulatory system diseases,OP Acute Medical,Endocarditis,PPI_AC_MED_X528,06,Cardiology,SCP
Circulatory system diseases,OP Acute Medical,Endocarditis,PPI_AC_MED_X528,44,Infectious disease,SCP
Circulatory system diseases,OP Acute Medical,Hypotension,PPI_AC_MED_X162,01,General practice,PCP
Circulatory system diseases,OP Acute Medical,Hypotension,PPI_AC_MED_X162,08,Family practice,PCP
Circulatory system diseases,OP Acute Medical,Hypotension,PPI_AC_MED_X162,11,Internal medicine,PCP
Circulatory system diseases,OP Acute Medical,Hypotension,PPI_AC_MED_X162,37,Pediatric medicine,PCP
Circulatory system diseases,OP Acute Medical,Hypotension,PPI_AC_MED_X162,38,Geriatric medicine,PCP
Circulatory system diseases,OP Acute Medical,Hypotension,PPI_AC_MED_X162,06,Cardiology,SCP
Circulatory system diseases,OP/ASC Procedure,AV fistula creation and revision,PPI_OP_PROC_P201,02,General surgery,PROC
Circulatory system diseases,OP/ASC Procedure,AV fistula creation and revision,PPI_OP_PROC_P201,77,Vascular surgery,PROC
Circulatory system diseases,OP/ASC Procedure,AV fistula creation and revision,PPI_OP_PROC_P201,06,Cardiology,SCP
Circulatory system diseases,OP/ASC Procedure,Cardiac catheterization,PPI_OP_PROC_P203,C3,Interventional cardiology,PROC
Circulatory system diseases,OP/ASC Procedure,Cardiac catheterization,PPI_OP_PROC_P203,06,Cardiology,SCP
Circulatory system diseases,OP/ASC or Office Procedure,Leg revascularization,PPI_PR_PROC_P506,02,General surgery,PROC
Circulatory system diseases,OP/ASC or Office Procedure,Leg revascularization,PPI_PR_PROC_P506,77,Vascular surgery,PROC
Circulatory system diseases,OP/ASC or Office Procedure,Leg revascularization,PPI_PR_PROC_P506,C3,Interventional cardiology,PROC
Circulatory system diseases,OP/ASC or Office Procedure,Leg revascularization,PPI_PR_PROC_P506,06,Cardiology,SCP
Circulatory system diseases,OP/ASC or Office Procedure,Leg vein ablation,PPI_PR_PROC_P505,02,General surgery,PROC
Circulatory system diseases,OP/ASC or Office Procedure,Leg vein ablation,PPI_PR_PROC_P505,77,Vascular surgery,PROC
Circulatory system diseases,OP/ASC or Office Procedure,Leg vein ablation,PPI_PR_PROC_P505,C3,Interventional cardiology,PROC
Circulatory system diseases,OP/ASC or Office Procedure,Leg vein ablation,PPI_PR_PROC_P505,06,Cardiology,SCP
Ear and mastoid diseases,Chronic Medical,Chronic otitis media,PPI_CH_MED_Y141,50,Nurse practitioner,MPCP
Ear and mastoid diseases,Chronic Medical,Chronic otitis media,PPI_CH_MED_Y141,89,Certified clinical nurse specialist,MPCP
Ear and mastoid diseases,Chronic Medical,Chronic otitis media,PPI_CH_MED_Y141,97,Physician assistant,MPCP
Ear and mastoid diseases,Chronic Medical,Chronic otitis media,PPI_CH_MED_Y141,01,General practice,PCP
Ear and mastoid diseases,Chronic Medical,Chronic otitis media,PPI_CH_MED_Y141,08,Family practice,PCP
Ear and mastoid diseases,Chronic Medical,Chronic otitis media,PPI_CH_MED_Y141,11,Internal medicine,PCP
Ear and mastoid diseases,Chronic Medical,Chronic otitis media,PPI_CH_MED_Y141,37,Pediatric medicine,PCP
Ear and mastoid diseases,Chronic Medical,Chronic otitis media,PPI_CH_MED_Y141,38,Geriatric medicine,PCP
Ear and mastoid diseases,Chronic Medical,Chronic otitis media,PPI_CH_MED_Y141,04,Otolaryngology,SCP
Ear and mastoid diseases,Chronic Medical,Deafness and Hearing Impairment,PPI_CH_MED_Y143,01,General practice,PCP
Ear and mastoid diseases,Chronic Medical,Deafness and Hearing Impairment,PPI_CH_MED_Y143,08,Family practice,PCP
Ear and mastoid diseases,Chronic Medical,Deafness and Hearing Impairment,PPI_CH_MED_Y143,11,Internal medicine,PCP
Ear and mastoid diseases,Chronic Medical,Deafness and Hearing Impairment,PPI_CH_MED_Y143,38,Geriatric medicine,PCP
Ear and mastoid diseases,Chronic Medical,Deafness and Hearing Impairment,PPI_CH_MED_Y143,04,Otolaryngology,SCP
Ear and mastoid diseases,Chronic Medical,Deafness and Hearing Impairment,PPI_CH_MED_Y143,64,Audiologist,SCP
Ear and mastoid diseases,IP Medical,Disequilibrium,PPI_IP_MED_M014,01,General practice,PCP
Ear and mastoid diseases,IP Medical,Disequilibrium,PPI_IP_MED_M014,08,Family practice,PCP
Ear and mastoid diseases,IP Medical,Disequilibrium,PPI_IP_MED_M014,11,Internal medicine,PCP
Ear and mastoid diseases,IP Medical,Disequilibrium,PPI_IP_MED_M014,37,Pediatric medicine,PCP
Ear and mastoid diseases,IP Medical,Disequilibrium,PPI_IP_MED_M014,38,Geriatric medicine,PCP
Ear and mastoid diseases,IP Medical,Disequilibrium,PPI_IP_MED_M014,04,Otolaryngology,SCP
Ear and mastoid diseases,IP Medical,Disequilibrium,PPI_IP_MED_M014,C6,Hospitalist,SCP
Ear and mastoid diseases,OP Acute Medical,Acute otitis media,PPI_AC_MED_X122,50,Nurse practitioner,MPCP
Ear and mastoid diseases,OP Acute Medical,Acute otitis media,PPI_AC_MED_X122,89,Certified clinical nurse specialist,MPCP
Ear and mastoid diseases,OP Acute Medical,Acute otitis media,PPI_AC_MED_X122,97,Physician assistant,MPCP
Ear and mastoid diseases,OP Acute Medical,Acute otitis media,PPI_AC_MED_X122,01,General practice,PCP
Ear and mastoid diseases,OP Acute Medical,Acute otitis media,PPI_AC_MED_X122,08,Family practice,PCP
Ear and mastoid diseases,OP Acute Medical,Acute otitis media,PPI_AC_MED_X122,11,Internal medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Acute otitis media,PPI_AC_MED_X122,37,Pediatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Acute otitis media,PPI_AC_MED_X122,38,Geriatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Acute otitis media,PPI_AC_MED_X122,04,Otolaryngology,SCP
Ear and mastoid diseases,OP Acute Medical,Dizziness/vertigo associated conditions,PPI_AC_MED_X128,50,Nurse practitioner,MPCP
Ear and mastoid diseases,OP Acute Medical,Dizziness/vertigo associated conditions,PPI_AC_MED_X128,89,Certified clinical nurse specialist,MPCP
Ear and mastoid diseases,OP Acute Medical,Dizziness/vertigo associated conditions,PPI_AC_MED_X128,97,Physician assistant,MPCP
Ear and mastoid diseases,OP Acute Medical,Dizziness/vertigo associated conditions,PPI_AC_MED_X128,01,General practice,PCP
Ear and mastoid diseases,OP Acute Medical,Dizziness/vertigo associated conditions,PPI_AC_MED_X128,08,Family practice,PCP
Ear and mastoid diseases,OP Acute Medical,Dizziness/vertigo associated conditions,PPI_AC_MED_X128,11,Internal medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Dizziness/vertigo associated conditions,PPI_AC_MED_X128,37,Pediatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Dizziness/vertigo associated conditions,PPI_AC_MED_X128,38,Geriatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Dizziness/vertigo associated conditions,PPI_AC_MED_X128,04,Otolaryngology,SCP
Ear and mastoid diseases,OP Acute Medical,Dizziness/vertigo associated conditions,PPI_AC_MED_X128,13,Neurology,SCP
Ear and mastoid diseases,OP Acute Medical,Eustachian tube disorders,PPI_AC_MED_X124,50,Nurse practitioner,MPCP
Ear and mastoid diseases,OP Acute Medical,Eustachian tube disorders,PPI_AC_MED_X124,89,Certified clinical nurse specialist,MPCP
Ear and mastoid diseases,OP Acute Medical,Eustachian tube disorders,PPI_AC_MED_X124,97,Physician assistant,MPCP
Ear and mastoid diseases,OP Acute Medical,Eustachian tube disorders,PPI_AC_MED_X124,01,General practice,PCP
Ear and mastoid diseases,OP Acute Medical,Eustachian tube disorders,PPI_AC_MED_X124,08,Family practice,PCP
Ear and mastoid diseases,OP Acute Medical,Eustachian tube disorders,PPI_AC_MED_X124,11,Internal medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Eustachian tube disorders,PPI_AC_MED_X124,37,Pediatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Eustachian tube disorders,PPI_AC_MED_X124,38,Geriatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Eustachian tube disorders,PPI_AC_MED_X124,04,Otolaryngology,SCP
Ear and mastoid diseases,OP Acute Medical,Impacted cerumen,PPI_AC_MED_X121,50,Nurse practitioner,MPCP
Ear and mastoid diseases,OP Acute Medical,Impacted cerumen,PPI_AC_MED_X121,89,Certified clinical nurse specialist,MPCP
Ear and mastoid diseases,OP Acute Medical,Impacted cerumen,PPI_AC_MED_X121,97,Physician assistant,MPCP
Ear and mastoid diseases,OP Acute Medical,Impacted cerumen,PPI_AC_MED_X121,01,General practice,PCP
Ear and mastoid diseases,OP Acute Medical,Impacted cerumen,PPI_AC_MED_X121,08,Family practice,PCP
Ear and mastoid diseases,OP Acute Medical,Impacted cerumen,PPI_AC_MED_X121,11,Internal medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Impacted cerumen,PPI_AC_MED_X121,37,Pediatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Impacted cerumen,PPI_AC_MED_X121,38,Geriatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Impacted cerumen,PPI_AC_MED_X121,04,Otolaryngology,SCP
Ear and mastoid diseases,OP Acute Medical,Otitis externa,PPI_AC_MED_X120,50,Nurse practitioner,MPCP
Ear and mastoid diseases,OP Acute Medical,Otitis externa,PPI_AC_MED_X120,89,Certified clinical nurse specialist,MPCP
Ear and mastoid diseases,OP Acute Medical,Otitis externa,PPI_AC_MED_X120,97,Physician assistant,MPCP
Ear and mastoid diseases,OP Acute Medical,Otitis externa,PPI_AC_MED_X120,01,General practice,PCP
Ear and mastoid diseases,OP Acute Medical,Otitis externa,PPI_AC_MED_X120,08,Family practice,PCP
Ear and mastoid diseases,OP Acute Medical,Otitis externa,PPI_AC_MED_X120,11,Internal medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Otitis externa,PPI_AC_MED_X120,37,Pediatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Otitis externa,PPI_AC_MED_X120,38,Geriatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Otitis externa,PPI_AC_MED_X120,04,Otolaryngology,SCP
Ear and mastoid diseases,OP Acute Medical,Tinnitus,PPI_AC_MED_X130,50,Nurse practitioner,MPCP
Ear and mastoid diseases,OP Acute Medical,Tinnitus,PPI_AC_MED_X130,89,Certified clinical nurse specialist,MPCP
Ear and mastoid diseases,OP Acute Medical,Tinnitus,PPI_AC_MED_X130,97,Physician assistant,MPCP
Ear and mastoid diseases,OP Acute Medical,Tinnitus,PPI_AC_MED_X130,01,General practice,PCP
Ear and mastoid diseases,OP Acute Medical,Tinnitus,PPI_AC_MED_X130,08,Family practice,PCP
Ear and mastoid diseases,OP Acute Medical,Tinnitus,PPI_AC_MED_X130,11,Internal medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Tinnitus,PPI_AC_MED_X130,37,Pediatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Tinnitus,PPI_AC_MED_X130,38,Geriatric medicine,PCP
Ear and mastoid diseases,OP Acute Medical,Tinnitus,PPI_AC_MED_X130,04,Otolaryngology,SCP
Endocrine/metabolic diseases,Chronic Medical,Diabetes,PPI_CH_MED_Y041,50,Nurse practitioner,MPCP
Endocrine/metabolic diseases,Chronic Medical,Diabetes,PPI_CH_MED_Y041,89,Certified clinical nurse specialist,MPCP
Endocrine/metabolic diseases,Chronic Medical,Diabetes,PPI_CH_MED_Y041,01,General practice,PCP
Endocrine/metabolic diseases,Chronic Medical,Diabetes,PPI_CH_MED_Y041,08,Family practice,PCP
Endocrine/metabolic diseases,Chronic Medical,Diabetes,PPI_CH_MED_Y041,11,Internal medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Diabetes,PPI_CH_MED_Y041,37,Pediatric medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Diabetes,PPI_CH_MED_Y041,38,Geriatric medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Diabetes,PPI_CH_MED_Y041,46,Endocrinology,SCP
Endocrine/metabolic diseases,Chronic Medical,Goiter,PPI_CH_MED_Y037,50,Nurse practitioner,MPCP
Endocrine/metabolic diseases,Chronic Medical,Goiter,PPI_CH_MED_Y037,89,Certified clinical nurse specialist,MPCP
Endocrine/metabolic diseases,Chronic Medical,Goiter,PPI_CH_MED_Y037,01,General practice,PCP
Endocrine/metabolic diseases,Chronic Medical,Goiter,PPI_CH_MED_Y037,08,Family practice,PCP
Endocrine/metabolic diseases,Chronic Medical,Goiter,PPI_CH_MED_Y037,11,Internal medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Goiter,PPI_CH_MED_Y037,37,Pediatric medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Goiter,PPI_CH_MED_Y037,38,Geriatric medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Goiter,PPI_CH_MED_Y037,46,Endocrinology,SCP
Endocrine/metabolic diseases,Chronic Medical,Hyperlipidemia,PPI_CH_MED_Y061,50,Nurse practitioner,MPCP
Endocrine/metabolic diseases,Chronic Medical,Hyperlipidemia,PPI_CH_MED_Y061,89,Certified clinical nurse specialist,MPCP
Endocrine/metabolic diseases,Chronic Medical,Hyperlipidemia,PPI_CH_MED_Y061,01,General practice,PCP
Endocrine/metabolic diseases,Chronic Medical,Hyperlipidemia,PPI_CH_MED_Y061,08,Family practice,PCP
Endocrine/metabolic diseases,Chronic Medical,Hyperlipidemia,PPI_CH_MED_Y061,11,Internal medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Hyperlipidemia,PPI_CH_MED_Y061,37,Pediatric medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Hyperlipidemia,PPI_CH_MED_Y061,38,Geriatric medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Hyperlipidemia,PPI_CH_MED_Y061,06,Cardiology,SCP
Endocrine/metabolic diseases,Chronic Medical,Hyperlipidemia,PPI_CH_MED_Y061,46,Endocrinology,SCP
Endocrine/metabolic diseases,Chronic Medical,Hypothyroidism,PPI_CH_MED_Y036,50,Nurse practitioner,MPCP
Endocrine/metabolic diseases,Chronic Medical,Hypothyroidism,PPI_CH_MED_Y036,89,Certified clinical nurse specialist,MPCP
Endocrine/metabolic diseases,Chronic Medical,Hypothyroidism,PPI_CH_MED_Y036,01,General practice,PCP
Endocrine/metabolic diseases,Chronic Medical,Hypothyroidism,PPI_CH_MED_Y036,08,Family practice,PCP
Endocrine/metabolic diseases,Chronic Medical,Hypothyroidism,PPI_CH_MED_Y036,11,Internal medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Hypothyroidism,PPI_CH_MED_Y036,37,Pediatric medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Hypothyroidism,PPI_CH_MED_Y036,38,Geriatric medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Hypothyroidism,PPI_CH_MED_Y036,46,Endocrinology,SCP
Endocrine/metabolic diseases,Chronic Medical,Obesity/overweight,PPI_CH_MED_Y057,01,General practice,PCP
Endocrine/metabolic diseases,Chronic Medical,Obesity/overweight,PPI_CH_MED_Y057,08,Family practice,PCP
Endocrine/metabolic diseases,Chronic Medical,Obesity/overweight,PPI_CH_MED_Y057,11,Internal medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Obesity/overweight,PPI_CH_MED_Y057,37,Pediatric medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Obesity/overweight,PPI_CH_MED_Y057,38,Geriatric medicine,PCP
Endocrine/metabolic diseases,Chronic Medical,Obesity/overweight,PPI_CH_MED_Y057,06,Cardiology,SCP
