MS-DRG ,MDC,TYPE,MS-DRG Title,Weights,Geometric mean LOS,Arithmetic mean LOS,FY
030, 01,SURG,SPINAL PROCEDURES W/O CC/MCC,1.9008,2.6,3.4,2017
030,01,SURG,SPINAL PROCEDURES W/O CC/MCC,2.1333,2.2,2.8,2018
030,01,SURG,SPINAL PROCEDURES W/O CC/MCC,2.1757,2.3,3.0,2019
030,01,SURG,SPINAL PROCEDURES W/O CC/MCC,2.2721,2.4,3.2,2020
030,01,SURG,SPINAL PROCEDURES WITHOUT CC/MCC,2.3571,2.4,3.1,2021
030,01,SURG,SPINAL PROCEDURES WITHOUT CC/MCC,2.3568,2.4,3.1,2022
030,01,SURG,SPINAL PROCEDURES WITHOUT CC/MCC,2.3412,2.7,3.5,2023
031,01,P,VENTRICULAR SHUNT PROCEDURES W MCC,3.7834,7.4,10.3,2016
031, 01,SURG,VENTRICULAR SHUNT PROCEDURES W MCC,4.0706,7.6,10.5,2017
031,01,SURG,VENTRICULAR SHUNT PROCEDURES W MCC,4.0742,7,10.1,2018
031,01,SURG,VENTRICULAR SHUNT PROCEDURES W MCC,4.1829,7.2,10.1,2019
031,01,SURG,VENTRICULAR SHUNT PROCEDURES W MCC,4.3745,7.3,10.7,2020
031,01,SURG,VENTRICULAR SHUNT PROCEDURES WITH MCC,4.3661,7.2,10.3,2021
031,01,SURG,VENTRICULAR SHUNT PROCEDURES WITH MCC,4.3717,7.2,10.3,2022
031,01,SURG,VENTRICULAR SHUNT PROCEDURES WITH MCC,4.1210,6.9,10.4,2023
032,01,P,VENTRICULAR SHUNT PROCEDURES W CC,2.0352,3.3,4.7,2016
032, 01,SURG,VENTRICULAR SHUNT PROCEDURES W CC,2.0555,3.2,4.7,2017
032,01,SURG,VENTRICULAR SHUNT PROCEDURES W CC,2.1276,3.2,4.5,2018
032,01,SURG,VENTRICULAR SHUNT PROCEDURES W CC,2.3021,3.3,4.8,2019
032,01,SURG,VENTRICULAR SHUNT PROCEDURES W CC,2.1921,3.0,4.4,2020
032,01,SURG,VENTRICULAR SHUNT PROCEDURES WITH CC,2.2122,3.0,4.3,2021
032,01,SURG,VENTRICULAR SHUNT PROCEDURES WITH CC,2.2165,3.0,4.3,2022
032,01,SURG,VENTRICULAR SHUNT PROCEDURES WITH CC,2.0545,2.7,3.9,2023
033,01,P,VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,1.5734,2.0,2.5,2016
033, 01,SURG,VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,1.5992,1.9,2.4,2017
033,01,SURG,VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,1.6992,1.9,2.4,2018
033,01,SURG,VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,1.6877,1.8,2.3,2019
033,01,SURG,VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,1.7009,1.7,2.2,2020
033,01,SURG,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,1.7207,1.7,2.2,2021
033,01,SURG,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,1.7222,1.7,2.2,2022
033,01,SURG,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,1.6985,1.6,2.0,2023
034,01,P,CAROTID ARTERY STENT PROCEDURE W MCC,3.6851,4.8,7.1,2016
034, 01,SURG,CAROTID ARTERY STENT PROCEDURE W MCC,3.8503,5.1,7.2,2017
034,01,SURG,CAROTID ARTERY STENT PROCEDURE W MCC,3.9918,5.2,7.6,2018
034,01,SURG,CAROTID ARTERY STENT PROCEDURE W MCC,3.5998,4.7,6.8,2019
034,01,SURG,CAROTID ARTERY STENT PROCEDURE W MCC,3.7537,4.7,6.8,2020
034,01,SURG,CAROTID ARTERY STENT PROCEDURES WITH MCC,3.9746,4.7,7.0,2021
034,01,SURG,CAROTID ARTERY STENT PROCEDURES WITH MCC,3.9781,4.7,7.0,2022
034,01,SURG,CAROTID ARTERY STENT PROCEDURES WITH MCC,3.9994,5.1,7.5,2023
035,01,P,CAROTID ARTERY STENT PROCEDURE W CC,2.3048,2.1,3.2,2016
035, 01,SURG,CAROTID ARTERY STENT PROCEDURE W CC,2.3365,2.2,3.3,2017
035,01,SURG,CAROTID ARTERY STENT PROCEDURE W CC,2.2278,2.1,3.1,2018
035,01,SURG,CAROTID ARTERY STENT PROCEDURE W CC,2.2203,2.1,3.0,2019
035,01,SURG,CAROTID ARTERY STENT PROCEDURE W CC,2.3022,2.1,3.0,2020
035,01,SURG,CAROTID ARTERY STENT PROCEDURES WITH CC,2.3371,2.1,3.0,2021
035,01,SURG,CAROTID ARTERY STENT PROCEDURES WITH CC,2.3397,2.1,3.0,2022
035,01,SURG,CAROTID ARTERY STENT PROCEDURES WITH CC,2.2838,2.0,2.8,2023
036,01,P,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,1.7180,1.3,1.5,2016
036, 01,SURG,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,1.7487,1.3,1.5,2017
036,01,SURG,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,1.7636,1.3,1.5,2018
036,01,SURG,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,1.7260,1.2,1.4,2019
036,01,SURG,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,1.7510,1.2,1.4,2020
036,01,SURG,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,1.8512,1.2,1.4,2021
036,01,SURG,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,1.8523,1.2,1.4,2022
036,01,SURG,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,1.8807,1.2,1.4,2023
037,01,P,EXTRACRANIAL PROCEDURES W MCC,3.0888,5.3,7.8,2016
037, 01,SURG,EXTRACRANIAL PROCEDURES W MCC,3.0795,5.3,7.7,2017
037,01,SURG,EXTRACRANIAL PROCEDURES W MCC,3.1689,5.1,7.4,2018
037,01,SURG,EXTRACRANIAL PROCEDURES W MCC,3.2098,5.1,7.4,2019
037,01,SURG,EXTRACRANIAL PROCEDURES W MCC,3.2433,4.9,7.1,2020
037,01,SURG,EXTRACRANIAL PROCEDURES WITH MCC,3.2747,5.0,7.3,2021
037,01,SURG,EXTRACRANIAL PROCEDURES WITH MCC,3.2776,5.0,7.3,2022
037,01,SURG,EXTRACRANIAL PROCEDURES WITH MCC,3.3730,5.0,7.5,2023
038,01,P,EXTRACRANIAL PROCEDURES W CC,1.5560,2.3,3.2,2016
038, 01,SURG,EXTRACRANIAL PROCEDURES W CC,1.5762,2.2,3.2,2017
038,01,SURG,EXTRACRANIAL PROCEDURES W CC,1.5677,2.2,3.1,2018
038,01,SURG,EXTRACRANIAL PROCEDURES W CC,1.6717,2.2,3.1,2019
038,01,SURG,EXTRACRANIAL PROCEDURES W CC,1.6752,2.1,3.1,2020
038,01,SURG,EXTRACRANIAL PROCEDURES WITH CC,1.6573,2.1,3.0,2021
038,01,SURG,EXTRACRANIAL PROCEDURES WITH CC,1.6588,2.1,3.0,2022
038,01,SURG,EXTRACRANIAL PROCEDURES WITH CC,1.6355,1.9,2.8,2023
039,01,P,EXTRACRANIAL PROCEDURES W/O CC/MCC,1.0609,1.3,1.6,2016
039, 01,SURG,EXTRACRANIAL PROCEDURES W/O CC/MCC,1.0818,1.3,1.5,2017
039,01,SURG,EXTRACRANIAL PROCEDURES W/O CC/MCC,1.1137,1.3,1.5,2018
039,01,SURG,EXTRACRANIAL PROCEDURES W/O CC/MCC,1.1324,1.3,1.5,2019
039,01,SURG,EXTRACRANIAL PROCEDURES W/O CC/MCC,1.1313,1.3,1.5,2020
039,01,SURG,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,1.1390,1.2,1.4,2021
039,01,SURG,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,1.1391,1.2,1.4,2022
039,01,SURG,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,1.1527,1.2,1.4,2023
040,01,P,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,3.8044,8.2,10.8,2016
040, 01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,3.7117,7.9,10.5,2017
040,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,3.8078,7.8,10.6,2018
040,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,3.9282,7.6,10.7,2019
040,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,3.9404,7.5,10.4,2020
040,01,SURG,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",3.9578,7.1,10.4,2021
040,01,SURG,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",3.8648,6.9,10.0,2022
040,01,SURG,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",3.7884,7.0,9.8,2023
041,01,P,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,2.1354,4.7,6.0,2016
041, 01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,2.1218,4.6,5.8,2017
041,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,2.3311,4.4,5.5,2018
041,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,2.3584,4.2,5.3,2019
041,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,2.3715,4.1,5.2,2020
041,01,SURG,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUROSTIMULATOR",2.3511,3.9,4.9,2021
041,01,SURG,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUROSTIMULATOR",2.3497,3.9,4.9,2022
041,01,SURG,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUROSTIMULATOR",2.3381,3.9,5.0,2023
042,01,P,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,1.9242,2.7,3.5,2016
042, 01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,1.8984,2.6,3.3,2017
042,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,1.9105,2.6,3.2,2018
042,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,1.8715,2.5,3.1,2019
042,01,SURG,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,1.8483,2.5,3.0,2020
042,01,SURG,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",1.8849,2.4,3.0,2021
042,01,SURG,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",1.9012,2.4,2.9,2022
042,01,SURG,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",1.8497,2.4,3.0,2023
052,01,M,SPINAL DISORDERS & INJURIES W CC/MCC,1.4915,4.1,5.4,2016
052, 01,MED,SPINAL DISORDERS & INJURIES W CC/MCC,1.5848,4.3,5.9,2017
052,01,MED,SPINAL DISORDERS & INJURIES W CC/MCC,1.5091,4,5.4,2018
052,01,MED,SPINAL DISORDERS & INJURIES W CC/MCC,1.7004,4.1,5.8,2019
052,01,MED,SPINAL DISORDERS & INJURIES W CC/MCC,1.6289,4.1,5.8,2020
052,01,MED,SPINAL DISORDERS AND INJURIES WITH CC/MCC,1.8451,4.2,6.0,2021
052,01,MED,SPINAL DISORDERS AND INJURIES WITH CC/MCC,1.8535,4.2,6.0,2022
052,01,MED,SPINAL DISORDERS AND INJURIES WITH CC/MCC,1.7803,4.1,6.0,2023
053,01,M,SPINAL DISORDERS & INJURIES W/O CC/MCC,0.8625,2.8,3.4,2016
053, 01,MED,SPINAL DISORDERS & INJURIES W/O CC/MCC,0.8598,2.8,3.5,2017
053,01,MED,SPINAL DISORDERS & INJURIES W/O CC/MCC,0.9333,2.7,3.2,2018
053,01,MED,SPINAL DISORDERS & INJURIES W/O CC/MCC,0.9141,2.7,3.3,2019
053,01,MED,SPINAL DISORDERS & INJURIES W/O CC/MCC,0.9661,2.7,3.5,2020
053,01,MED,SPINAL DISORDERS AND INJURIES WITHOUT CC/MCC,1.1361,2.8,3.7,2021
053,01,MED,SPINAL DISORDERS AND INJURIES WITHOUT CC/MCC,1.1364,2.8,3.7,2022
053,01,MED,SPINAL DISORDERS AND INJURIES WITHOUT CC/MCC,1.0228,2.5,3.1,2023
054,01,M,NERVOUS SYSTEM NEOPLASMS W MCC,1.3570,4.0,5.4,2016
054, 01,MED,NERVOUS SYSTEM NEOPLASMS W MCC,1.3314,3.9,5.3,2017
054,01,MED,NERVOUS SYSTEM NEOPLASMS W MCC,1.315,3.9,5.2,2018
054,01,MED,NERVOUS SYSTEM NEOPLASMS W MCC,1.3166,3.8,5.1,2019
054,01,MED,NERVOUS SYSTEM NEOPLASMS W MCC,1.3401,3.8,5.1,2020
054,01,MED,NERVOUS SYSTEM NEOPLASMS WITH MCC,1.3658,3.8,5.2,2021
054,01,MED,NERVOUS SYSTEM NEOPLASMS WITH MCC,1.3683,3.8,5.2,2022
054,01,MED,NERVOUS SYSTEM NEOPLASMS WITH MCC,1.3870,3.8,5.3,2023
055,01,M,NERVOUS SYSTEM NEOPLASMS W/O MCC,1.0401,3.0,4.1,2016
055, 01,MED,NERVOUS SYSTEM NEOPLASMS W/O MCC,1.0271,3.0,4.0,2017
055,01,MED,NERVOUS SYSTEM NEOPLASMS W/O MCC,0.9995,2.9,3.9,2018
055,01,MED,NERVOUS SYSTEM NEOPLASMS W/O MCC,1.0472,3.1,4.4,2019
055,01,MED,NERVOUS SYSTEM NEOPLASMS W/O MCC,0.9860,3.0,4.0,2020
055,01,MED,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,1.0434,3.0,4.1,2021
055,01,MED,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,1.0446,3.0,4.1,2022
055,01,MED,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,1.0083,2.9,3.9,2023
056,01,M,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,1.8513,5.2,7.2,2016
056, 01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,1.8514,5.3,7.4,2017
056,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,1.9135,5.4,7.7,2018
056,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,2.1245,5.5,8.1,2019
056,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,2.1924,5.5,8.2,2020
056,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,2.1873,5.5,8.3,2021
056,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,2.1953,5.5,8.3,2022
056,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,2.2308,5.7,8.5,2023
057,01,M,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,1.0716,3.7,5.0,2016
057, 01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,1.1198,3.7,5.2,2017
057,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,1.1351,3.8,5.4,2018
057,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,1.2089,3.9,5.6,2019
057,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,1.2108,3.8,5.6,2020
057,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,1.2642,3.9,5.8,2021
057,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,1.2675,3.9,5.8,2022
057,01,MED,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,1.3015,3.8,5.8,2023
058,01,M,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC,1.7198,5.5,7.3,2016
058, 01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC,1.6856,5.1,6.7,2017
058,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC,1.6383,5,6.6,2018
058,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC,1.7596,5.0,6.9,2019
058,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC,1.9547,5.3,7.2,2020
058,01,MED,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC,1.7367,4.9,7.1,2021
058,01,MED,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC,1.7378,4.9,7.1,2022
058,01,MED,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC,1.7253,4.8,6.5,2023
059,01,M,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,1.0134,3.7,4.5,2016
059, 01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,1.0504,3.7,4.6,2017
059,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,1.0725,3.7,4.6,2018
059,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,1.0993,3.7,4.5,2019
059,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,1.0905,3.6,4.4,2020
059,01,MED,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,1.1265,3.6,4.6,2021
059,01,MED,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,1.1273,3.6,4.6,2022
059,01,MED,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,1.1435,3.5,4.6,2023
060,01,M,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,0.8130,3.1,3.7,2016
060, 01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,0.8144,3.0,3.6,2017
060,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,0.8448,3,3.6,2018
060,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,0.8327,3.0,3.5,2019
060,01,MED,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,0.8817,3.0,3.5,2020
060,01,MED,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,0.9156,3.0,3.6,2021
060,01,MED,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,0.9177,3.0,3.6,2022
060,01,MED,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,0.9063,2.9,3.6,2023
061,01,M,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,2.6843,5.4,7.1,2016
061, 01,MED,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,2.7367,5.4,7.0,2017
061,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W MCC",2.7979,5,6.4,2018
061,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W MCC",2.8477,5.0,6.5,2019
061,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W MCC",2.7935,4.8,6.2,2020
061,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH MCC",2.8882,4.7,6.2,2021
061,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH MCC",2.8912,4.7,6.2,2022
061,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH MCC",2.9326,4.9,6.6,2023
062,01,M,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,1.8918,3.9,4.6,2016
062, 01,MED,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,1.8866,3.8,4.4,2017
062,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W CC",1.9321,3.5,4.1,2018
062,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W CC",1.9437,3.4,4.0,2019
062,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W CC",2.0112,3.3,3.8,2020
062,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH CC",1.9872,3.2,3.7,2021
062,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH CC",1.9883,3.2,3.7,2022
062,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH CC",1.9172,3.2,3.7,2023
063,01,M,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,1.5238,2.9,3.2,2016
063, 01,MED,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,1.5764,2.8,3.1,2017
063,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W/O CC/MCC",1.6169,2.6,2.9,2018
063,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W/O CC/MCC",1.6280,2.4,2.7,2019
063,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W/O CC/MCC",1.6808,2.4,2.7,2020
063,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITHOUT CC/MCC",1.7099,2.3,2.6,2021
063,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITHOUT CC/MCC",1.7097,2.3,2.6,2022
063,01,MED,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITHOUT CC/MCC",1.5810,2.3,2.5,2023
064,01,M,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,1.7326,4.5,6.1,2016
064, 01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,1.7518,4.5,6.1,2017
064,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,1.7685,4.4,6.1,2018
064,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,1.8692,4.4,6.1,2019
064,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,1.8748,4.3,6.0,2020
064,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,1.9130,4.4,6.1,2021
064,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,1.9189,4.4,6.1,2022
064,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,1.9720,4.5,6.3,2023
065,01,M,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,1.0593,3.3,4.1,2016
065, 01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,1.0431,3.3,4.0,2017
065,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,1.0311,3.1,3.8,2018
065,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,1.0315,3.1,3.8,2019
065,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,1.0277,3.0,3.7,2020
065,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,1.0182,2.9,3.6,2021
065,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,1.0200,2.9,3.6,2022
065,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,1.0164,2.9,3.6,2023
066,01,M,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,0.7574,2.4,2.8,2016
066, 01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,0.7464,2.3,2.7,2017
066,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,0.7466,2.2,2.6,2018
066,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,0.7268,2.1,2.5,2019
066,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,0.7170,2.0,2.4,2020
066,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,0.7109,2.0,2.4,2021
066,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,0.7116,2.0,2.4,2022
066,01,MED,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,0.6985,1.9,2.3,2023
067,01,M,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,1.4338,4.0,5.0,2016
067, 01,MED,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,1.3374,3.7,4.7,2017
067,01,MED,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,1.4132,3.5,4.8,2018
067,01,MED,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,1.5014,3.6,4.8,2019
067,01,MED,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,1.4645,3.5,4.8,2020
067,01,MED,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,1.4246,3.3,4.4,2021
067,01,MED,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,1.4258,3.3,4.4,2022
067,01,MED,NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,1.4141,3.3,4.5,2023
068,01,M,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,0.8731,2.4,2.9,2016
