MS_DRG_TYPE,MS_DRG_CAT,MS_DRG_CAT_DESC,MS_DRG_GRP,MS_DRG_GRP_DESC,MS_DRG,MS_DRG_DESC,BUNDLE_NAME,Weights,Geometric_mean_LOS,Arithmetic_mean_LOS,VERSION,EFFECTIVE_DATE,TERMINATION_DATE,BPCIA,CJ_PERINATAL,KCC,PPI_IP_PROC,PPI_IOP_PROC,PPI_IOP_MJRLE,PPI_OP_PROC,PPI_PR_PROC,PPI_IP_MED,PPI_CH_MED,PPI_AC_MED,PPI_CHEMO,PPI_PERINATAL
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION,455,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION WITHOUT CC/MCC,Spinal fusion,5.0782,2.7,3.1,,,,k, ,,,P63,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,456,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS,456,SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE OR MALIGNANCY OR INFECTION OR EXTENSIVE FUSIONS WITH MCC,Spinal fusion,9.2044,9.6,11.7,,,,X, ,,X,X,X,X,X,X,X,X,,X
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,456,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS,457,SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE OR MALIGNANCY OR INFECTION OR EXTENSIVE FUSIONS WITH CC,Spinal fusion,6.8062,5.4,6.4,,,,X, ,,X,X,X,X,X,X,X,X,,X
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,456,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS,458,SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE OR MALIGNANCY OR INFECTION OR EXTENSIVE FUSIONS WITHOUT CC/MCC,Spinal fusion,5.3657,3.2,3.7,,,,X, ,,X,X,X,X,X,X,X,X,,X
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,459,SPINAL FUSION EXCEPT CERVICAL,459,SPINAL FUSION EXCEPT CERVICAL WITH MCC,Spinal fusion,6.0381,5.8,7.4,,,,k, ,,,P63,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,459,SPINAL FUSION EXCEPT CERVICAL,460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,Spinal fusion,4.0149,2.9,3.4,,,,k, ,,,P63,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,461,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY,461,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITH MCC,Double joint replacement of the lower extremity,4.8925,6.1,7.8,,,,a, ,,,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,461,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITHOUT MCC,Double joint replacement of the lower extremity,3.264,3,3.2,,,,a, ,,,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS",463,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,Skin debridement or graft,5.0171,9.8,13.1,,,,, ,,P44,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS",464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,Skin debridement or graft,2.8438,5.5,7,,,,, ,,P44,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS",465,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,Skin debridement or graft,1.8815,2.9,3.7,,,,, ,,P44,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,466,REVISION OF HIP OR KNEE REPLACEMENT,466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,Revision of the hip or knee replacement,5.043,6.7,8.3,,,,, ,,P61,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,466,REVISION OF HIP OR KNEE REPLACEMENT,467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,Revision of the hip or knee replacement,3.4778,3.5,4.2,,,,, ,,P61,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,466,REVISION OF HIP OR KNEE REPLACEMENT,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,Revision of the hip or knee replacement,2.817,2.4,2.7,,,,, ,,P61,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,469,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTAL ANKLE REPLACEMENT,Major joint replacement of the lower extremity,3.201,5.1,6.3,,,,L, ,,,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,469,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,Major joint replacement of the lower extremity,2.0543,2.4,2.7,,,,L, ,,,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,471,CERVICAL SPINAL FUSION,471,CERVICAL SPINAL FUSION WITH MCC,Spinal fusion,4.9187,6.2,8.6,,,,k, ,,,P63,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,471,CERVICAL SPINAL FUSION,472,CERVICAL SPINAL FUSION WITH CC,Spinal fusion,2.8534,2.2,3.1,,,,k, ,,,P63,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,471,CERVICAL SPINAL FUSION,473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,Spinal fusion,2.2916,1.4,1.7,,,,k, ,,,P63,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,474,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,Amputation,3.863,9,11.5,,,,, ,,P47,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,474,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS,475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,Amputation,2.1526,5.8,7.2,,,,, ,,P47,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,474,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS,476,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,Amputation,1.1681,3.1,3.9,,,,, ,,P47,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,Biopsies of musculoskeletal system & connective tissue,3.2332,8.2,10.6,,,,, ,,P49,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,Biopsies of musculoskeletal system & connective tissue,2.2386,5.4,6.6,,,,, ,,P49,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE,479,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC,Biopsies of musculoskeletal system & connective tissue,1.7667,3.4,4.3,,,,, ,,P49,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,480,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT,480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,Fracture/dislocation treatment pelvis/hip/femur,3.0199,6.5,7.6,,,,W, ,,P52,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,480,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT,481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,Fracture/dislocation treatment pelvis/hip/femur,2.0501,4.5,4.9,,,,W, ,,P52,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,480,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT,482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,Fracture/dislocation treatment pelvis/hip/femur,1.6692,3.6,3.8,,,,W, ,,P52,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,483,MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY,483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,Major joint replacement of the upper extremity,2.4267,1.7,2,,,,U, ,,,P55,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,483,MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY,484,MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,Major joint replacement of the upper extremity,,,,V31,,10/1/2014,, ,,,P55,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,485,KNEE PROCEDURES W PDX OF INFECTION,485,KNEE PROCEDURES WITH PDX OF INFECTION WITH MCC,Other knee procedures,3.2534,8.2,9.9,,,,, ,,P57,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,485,KNEE PROCEDURES W PDX OF INFECTION,486,KNEE PROCEDURES WITH PDX OF INFECTION WITH CC,Other knee procedures,2.2224,5.3,6.2,,,,, ,,P57,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,485,KNEE PROCEDURES W PDX OF INFECTION,487,KNEE PROCEDURES WITH PDX OF INFECTION WITHOUT CC/MCC,Other knee procedures,1.6595,3.9,4.3,,,,, ,,P57,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,488,KNEE PROCEDURES W/O PDX OF INFECTION,488,KNEE PROCEDURES WITHOUT PDX OF INFECTION WITH CC/MCC,Other knee procedures,1.9965,3.8,5,,,,, ,,P57,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,488,KNEE PROCEDURES W/O PDX OF INFECTION,489,KNEE PROCEDURES WITHOUT PDX OF INFECTION WITHOUT CC/MCC,Other knee procedures,1.2876,2.2,2.6,,,,, ,,P57,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,490,BACK & NECK PROC EXC SPINAL FUSION,490,BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM,Back & neck except spinal fusion,,,,V31,,10/1/2014,, ,,,P48,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,490,BACK & NECK PROC EXC SPINAL FUSION,491,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,Back & neck except spinal fusion,,,,V31,,10/1/2014,, ,,,P48,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,492,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR",492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC","Lower extremity and humerus procedure except hip, foot, femur",3.3008,6.2,7.7,,,,O, ,,P53,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,492,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR",493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC","Lower extremity and humerus procedure except hip, foot, femur",2.2036,4,4.8,,,,O, ,,P53,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,492,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR",494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC","Lower extremity and humerus procedure except hip, foot, femur",1.7562,2.7,3.2,,,,O, ,,P53,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,495,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR,495,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH MCC,Removal of orthopedic devices,3.0121,6.5,8.7,,,,, ,,P60,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,495,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR,496,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH CC,Removal of orthopedic devices,1.9746,3.5,4.5,,,,, ,,P60,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,495,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR,497,LOCAL EXCISION AND REMOVAL INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITHOUT CC/MCC,Removal of orthopedic devices,1.3874,1.8,2.2,,,,, ,,P60,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,498,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR,498,LOCAL EXCISION AND REMOVAL INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITH CC/MCC,Removal of orthopedic devices,2.429,5.3,7.1,,,,, ,,P60,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,498,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR,499,LOCAL EXCISION AND REMOVAL INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITHOUT CC/MCC,Removal of orthopedic devices,1.2418,2.2,2.8,,,,, ,,P60,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,500,SOFT TISSUE PROCEDURES,500,SOFT TISSUE PROCEDURES WITH MCC,Soft tissue procedures,2.9592,7,9.4,,,,, ,,P62,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,500,SOFT TISSUE PROCEDURES,501,SOFT TISSUE PROCEDURES WITH CC,Soft tissue procedures,1.6893,4.3,5.4,,,,, ,,P62,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,500,SOFT TISSUE PROCEDURES,502,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,Soft tissue procedures,1.2637,2.5,3,,,,, ,,P62,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,503,FOOT PROCEDURES,503,FOOT PROCEDURES WITH MCC,Foot procedures,2.4875,6.7,8.4,,,,, ,,P51,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,503,FOOT PROCEDURES,504,FOOT PROCEDURES WITH CC,Foot procedures,1.7241,4.9,5.8,,,,, ,,P51,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,503,FOOT PROCEDURES,505,FOOT PROCEDURES WITHOUT CC/MCC,Foot procedures,1.5252,3,3.6,,,,, ,,P51,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,506,MAJOR THUMB OR JOINT PROCEDURES,506,MAJOR THUMB OR JOINT PROCEDURES,Other hand or wrist proc,1.3793,3.7,4.6,,,,, ,,P56,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,507,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES,507,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITH CC/MCC,"Other shoulder,elbow or forearm proc",1.8771,4.3,5.5,,,,, ,,P59,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,507,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES,508,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITHOUT CC/MCC,"Other shoulder,elbow or forearm proc",1.5335,2.1,2.6,,,,, ,,P59,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,509,ARTHROSCOPY,509,ARTHROSCOPY,Other musculoskelet sys & conn tiss o.r. proc,1.8321,3.9,4.9,,,,, ,,P58,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,510,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC",510,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC","Other shoulder,elbow or forearm proc",2.4879,4.9,6,,,,, ,,P59,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,510,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC",511,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC","Other shoulder,elbow or forearm proc",1.786,3.4,3.9,,,,, ,,P59,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,510,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC",512,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC","Other shoulder,elbow or forearm proc",1.496,2.3,2.6,,,,, ,,P59,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,513,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC",513,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC",Other hand or wrist proc,1.5871,4.2,5.5,,,,, ,,P56,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,513,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC",514,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITHOUT CC/MCC",Other hand or wrist proc,1.0192,2.4,2.9,,,,, ,,P56,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,515,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,Other musculoskelet sys & conn tiss o.r. proc,2.9195,6.3,8.1,,,,, ,,P58,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,515,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC,516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,Other musculoskelet sys & conn tiss o.r. proc,1.882,3.9,4.8,,,,, ,,P58,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,515,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,Other musculoskelet sys & conn tiss o.r. proc,1.43608,2.2,2.7,,,,, ,,P58,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,518,BACK & NECK PROC EXC SPINAL FUSION,518,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,Back & neck except spinal fusion,2.893,3.2,5.1,,,,B, ,,,P48,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,518,BACK & NECK PROC EXC SPINAL FUSION,519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,Back & neck except spinal fusion,1.8038,3.2,4.1,,,,B, ,,,P48,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,518,BACK & NECK PROC EXC SPINAL FUSION,520,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,Back & neck except spinal fusion,1.2966,1.9,2.4,,,,B, ,,,P48,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,469,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY,521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,Major joint replacement of the lower extremity,3.0652,,,,,,L, ,,,,,,,,,,,
P,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,470,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY,522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,Major joint replacement of the lower extremity,2.1943,,,,,,L, ,,,,,,,,,,,
M,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,533,FRACTURES OF FEMUR,533,FRACTURES OF FEMUR WITH MCC,Fracture/dislocation treatment pelvis/hip/femur,1.438,4.3,5.7,,,,K,,,P52,,,,,,,,,
M,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,533,FRACTURES OF FEMUR,534,FRACTURES OF FEMUR WITHOUT MCC,Fracture/dislocation treatment pelvis/hip/femur,0.7609,2.9,3.5,,,,K,,,P52,,,,,,,,,
M,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,535,FRACTURES OF HIP & PELVIS,535,FRACTURES OF HIP AND PELVIS WITH MCC,Fracture/dislocation treatment pelvis/hip/femur,1.2568,3.9,5,,,,K,,,P52,,,,,,,,,
M,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,535,FRACTURES OF HIP & PELVIS,536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,Fracture/dislocation treatment pelvis/hip/femur,0.7545,3,3.4,,,,K,,,P52,,,,,,,,,
M,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,537,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH",537,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC",Fracture/dislocation treatment pelvis/hip/femur,0.968,3.3,4.1,,,,,,,P52,,,,,,,,,
M,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,537,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH",538,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITHOUT CC/MCC",Fracture/dislocation treatment pelvis/hip/femur,0.6766,2.5,2.9,,,,,,,P52,,,,,,,,,
M,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,539,OSTEOMYELITIS,539,OSTEOMYELITIS WITH MCC,Osteomyelitis,1.8848,5.9,7.8,,,,,,,,,,,,M056,,,,
M,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,539,OSTEOMYELITIS,540,OSTEOMYELITIS WITH CC,Osteomyelitis,1.2914,4.5,5.7,,,,,,,,,,,,M056,,,,
M,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,539,OSTEOMYELITIS,541,OSTEOMYELITIS WITHOUT CC/MCC,Osteomyelitis,0.9451,3.3,4.3,,,,,,,,,,,,M056,,,,
M,8,DISEASES & DISORDERS OF THE MUSCULOSKELETAL SYSTEM & CONN TISSUE,542,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,Pathological fractures & musculoskelet & conn tiss malig,1.8104,5.3,7,,,,X, ,,X,X,X,X,X,X,X,X,,X
