HCPCS/CPT Code	Short Description	In CY2019 Included List?	In CY2020 Included List?	Footnote
12004	Rpr s/n/ax/gen/trk7.6-12.5cm	yes	yes	
12005	Rpr s/n/a/gen/trk12.6-20.0cm	yes	yes	
12006	Rpr s/n/a/gen/trk20.1-30.0cm	yes	yes	
12007	Rpr s/n/ax/gen/trnk >30.0 cm	yes	yes	
12011	Rpr f/e/e/n/l/m 2.5 cm/<	yes	yes	
12013	Rpr f/e/e/n/l/m 2.6-5.0 cm	yes	yes	
12014	Rpr f/e/e/n/l/m 5.1-7.5 cm	yes	yes	
12015	Rpr f/e/e/n/l/m 7.6-12.5 cm	yes	yes	
12016	Rpr fe/e/en/l/m 12.6-20.0 cm	yes	yes	
12017	Rpr fe/e/en/l/m 20.1-30.0 cm	yes	yes	
12018	Rpr f/e/e/n/l/m >30.0 cm	yes	yes	
12020	Closure of split wound	yes	yes	
12021	Closure of split wound	yes	yes	
12031	Intmd rpr s/a/t/ext 2.5 cm/<	yes	yes	
12032	Intmd rpr s/a/t/ext 2.6-7.5	yes	yes	
12034	Intmd rpr s/tr/ext 7.6-12.5	yes	yes	
12035	Intmd rpr s/a/t/ext 12.6-20	yes	yes	
12036	Intmd rpr s/a/t/ext 20.1-30	yes	yes	
12037	Intmd rpr s/tr/ext >30.0 cm	yes	yes	
12041	Intmd rpr n-hf/genit 2.5cm/<	yes	yes	
12042	Intmd rpr n-hf/genit2.6-7.5	yes	yes	
12044	Intmd rpr n-hf/genit7.6-12.5	yes	yes	
12045	Intmd rpr n-hf/genit12.6-20	yes	yes	
12046	Intmd rpr n-hf/genit20.1-30	yes	yes	
12047	Intmd rpr n-hf/genit >30.0cm	yes	yes	
12051	Intmd rpr face/mm 2.5 cm/<	yes	yes	
12052	Intmd rpr face/mm 2.6-5.0 cm	yes	yes	
12053	Intmd rpr face/mm 5.1-7.5 cm	yes	yes	
12054	Intmd rpr face/mm 7.6-12.5cm	yes	yes	
12055	Intmd rpr face/mm 12.6-20 cm	yes	yes	
12056	Intmd rpr face/mm 20.1-30.0	yes	yes	
12057	Intmd rpr face/mm >30.0 cm	yes	yes	
13100	Cmplx rpr trunk 1.1-2.5 cm	yes	yes	
13101	Cmplx rpr trunk 2.6-7.5 cm	yes	yes	
13120	Cmplx rpr s/a/l 1.1-2.5 cm	yes	yes	
13121	Cmplx rpr s/a/l 2.6-7.5 cm	yes	yes	
13131	Cmplx rpr f/c/c/m/n/ax/g/h/f	yes	yes	
13132	Cmplx rpr f/c/c/m/n/ax/g/h/f	yes	yes	
13151	Cmplx rpr e/n/e/l 1.1-2.5 cm	yes	yes	
13152	Cmplx rpr e/n/e/l 2.6-7.5 cm	yes	yes	
13160	Late closure of wound	yes	yes	
14000	Tis trnfr trunk 10 sq cm/<	yes	yes	
14001	Tis trnfr trunk 10.1-30sqcm	yes	yes	
14020	Tis trnfr s/a/l 10 sq cm/<	yes	yes	
14021	Tis trnfr s/a/l 10.1-30 sqcm	yes	yes	
14040	Tis trnfr f/c/c/m/n/a/g/h/f	yes	yes	
14041	Tis trnfr f/c/c/m/n/a/g/h/f	yes	yes	
14060	Tis trnfr e/n/e/l 10 sq cm/<	yes	yes	
14061	Tis trnfr e/n/e/l10.1-30sqcm	yes	yes	
14301	Tis trnfr any 30.1-60 sq cm	yes	yes	
14350	Filleted finger/toe flap	yes	yes	
15002	Wound prep trk/arm/leg	yes	yes	
15004	Wound prep f/n/hf/g	yes	yes	
15040	Harvest cultured skin graft	yes	yes	
15050	Skin pinch graft	yes	yes	
15100	Skin splt grft trnk/arm/leg	yes	yes	
15110	Epidrm autogrft trnk/arm/leg	yes	yes	
15115	Epidrm a-grft face/nck/hf/g	yes	yes	
15120	Skn splt a-grft fac/nck/hf/g	yes	yes	
15130	Derm autograft trnk/arm/leg	yes	yes	
15135	Derm autograft face/nck/hf/g	yes	yes	
15150	Cult skin grft t/arm/leg	yes	yes	
15155	Cult skin graft f/n/hf/g	yes	yes	
15200	Skin full graft trunk	yes	yes	
15220	Skin full graft sclp/arm/leg	yes	yes	
15240	Skin full grft face/genit/hf	yes	yes	
15260	Skin full graft een & lips	yes	yes	
15271	Skin sub graft trnk/arm/leg	yes	yes	
15273	Skin sub grft t/arm/lg child	yes	yes	
15275	Skin sub graft face/nk/hf/g	yes	yes	
15277	Skn sub grft f/n/hf/g child	yes	yes	
15570	Skin pedicle flap trunk	yes	yes	
15572	Skin pedicle flap arms/legs	yes	yes	
15574	Pedcle fh/ch/ch/m/n/ax/g/h/f	yes	yes	
15576	Pedicle e/n/e/l/ntroral	yes	yes	
15600	Delay flap trunk	yes	yes	
15610	Delay flap arms/legs	yes	yes	
15620	Delay flap f/c/c/n/ax/g/h/f	yes	yes	
15630	Delay flap eye/nos/ear/lip	yes	yes	
15650	Transfer skin pedicle flap	yes	yes	
15730	Mdfc flap w/prsrv vasc pedcl	yes	yes	
15731	Forehead flap w/vasc pedicle	yes	yes	
15733	Musc myoq/fscq flp h&n pedcl	yes	yes	
15734	Muscle-skin graft trunk	yes	yes	
15736	Muscle-skin graft arm	yes	yes	
15738	Muscle-skin graft leg	yes	yes	
15740	Island pedicle flap graft	yes	yes	
15750	Neurovascular pedicle flap	yes	yes	
15756	Free myo/skin flap microvasc	yes	yes	
15757	Free skin flap microvasc	yes	yes	
15758	Free fascial flap microvasc	yes	yes	
15760	Composite skin graft	yes	yes	
15769	Grfg autol soft tiss dir exc	N/A	yes	
15770	Derma-fat-fascia graft	yes	yes	
15771	Grfg autol fat lipo 50 cc/<	N/A	yes	
15773	Grfg autol fat lipo 25 cc/<	N/A	yes	
15775	Hair trnspl 1-15 punch grfts	yes	yes	
15776	Hair trnspl >15 punch grafts	yes	yes	
15780	Dermabrasion total face	yes	yes	
15781	Dermabrasion segmental face	yes	yes	
15782	Dermabrasion other than face	yes	yes	
15783	Dermabrasion suprfl any site	yes	yes	
15786	Abrasion lesion single	yes	yes	
15788	Chemical peel face epiderm	yes	yes	
15789	Chemical peel face dermal	yes	yes	
15792	Chemical peel nonfacial	yes	yes	
15793	Chemical peel nonfacial	yes	yes	
15819	Plastic surgery neck	yes	yes	
15820	Revision of lower eyelid	yes	yes	
15821	Revision of lower eyelid	yes	yes	
15822	Revision of upper eyelid	yes	yes	
15823	Revision of upper eyelid	yes	yes	
15824	Removal of forehead wrinkles	yes	yes	
15825	Removal of neck wrinkles	yes	yes	
15826	Removal of brow wrinkles	yes	yes	
15828	Removal of face wrinkles	yes	yes	
15829	Removal of skin wrinkles	yes	yes	
15830	Exc skin abd	yes	yes	
15832	Excise excessive skin thigh	yes	yes	
15833	Excise excessive skin leg	yes	yes	
15834	Excise excessive skin hip	yes	yes	
15835	Excise excessive skin buttck	yes	yes	
15836	Excise excessive skin arm	yes	yes	
15837	Excise excess skin arm/hand	yes	yes	
15838	Excise excess skin fat pad	yes	yes	
15839	Excise excess skin & tissue	yes	yes	
15840	Nerve palsy fascial graft	yes	yes	
15841	Nerve palsy muscle graft	yes	yes	
15842	Nerve palsy microsurg graft	yes	yes	
15845	Skin and muscle repair face	yes	yes	
15850	Remove sutures same surgeon	yes	yes	
15851	Remove sutures diff surgeon	yes	yes	
15852	Dressing change not for burn	yes	yes	
15860	Test for blood flow in graft	yes	yes	
15876	Suction lipectomy head&neck	yes	yes	
15877	Suction lipectomy trunk	yes	yes	
15878	Suction lipectomy upr extrem	yes	yes	
15879	Suction lipectomy lwr extrem	yes	yes	
15920	Removal of tail bone ulcer	yes	yes	
15922	Removal of tail bone ulcer	yes	yes	
15931	Remove sacrum pressure sore	yes	yes	
15933	Remove sacrum pressure sore	yes	yes	
15934	Remove sacrum pressure sore	yes	yes	
15935	Remove sacrum pressure sore	yes	yes	
15936	Remove sacrum pressure sore	yes	yes	
15937	Remove sacrum pressure sore	yes	yes	
15940	Remove hip pressure sore	yes	yes	
15941	Remove hip pressure sore	yes	yes	
15944	Remove hip pressure sore	yes	yes	
15945	Remove hip pressure sore	yes	yes	
15946	Remove hip pressure sore	yes	yes	
15950	Remove thigh pressure sore	yes	yes	
15951	Remove thigh pressure sore	yes	yes	
15952	Remove thigh pressure sore	yes	yes	
15953	Remove thigh pressure sore	yes	yes	
15956	Remove thigh pressure sore	yes	yes	
15958	Remove thigh pressure sore	yes	yes	
15999	Removal of pressure sore	yes	yes	
16000	Initial treatment of burn(s)	yes	yes	
16020	Dress/debrid p-thick burn s	yes	yes	
16025	Dress/debrid p-thick burn m	yes	yes	
16030	Dress/debrid p-thick burn l	yes	yes	
16035	Incision of burn scab initi	yes	yes	
17000	Destruct premalg lesion	yes	yes	
17004	Destroy premal lesions 15/>	yes	yes	
17106	Destruction of skin lesions	yes	yes	
17107	Destruction of skin lesions	yes	yes	
17108	Destruction of skin lesions	yes	yes	
17110	Destruct b9 lesion 1-14	yes	yes	
17111	Destruct lesion 15 or more	yes	yes	
17250	Chem caut of granltj tissue	yes	yes	
17260	Destruction of skin lesions	yes	yes	
17261	Destruction of skin lesions	yes	yes	
17262	Destruction of skin lesions	yes	yes	
17263	Destruction of skin lesions	yes	yes	
17264	Destruction of skin lesions	yes	yes	
17266	Destruction of skin lesions	yes	yes	
17270	Destruction of skin lesions	yes	yes	
17271	Destruction of skin lesions	yes	yes	
17272	Destruction of skin lesions	yes	yes	
17273	Destruction of skin lesions	yes	yes	
17274	Destruction of skin lesions	yes	yes	
17276	Destruction of skin lesions	yes	yes	
17280	Destruction of skin lesions	yes	yes	
17281	Destruction of skin lesions	yes	yes	
17282	Destruction of skin lesions	yes	yes	
17283	Destruction of skin lesions	yes	yes	
17284	Destruction of skin lesions	yes	yes	
17286	Destruction of skin lesions	yes	yes	
17311	Mohs 1 stage h/n/hf/g	yes	yes	
17313	Mohs 1 stage t/a/l	yes	yes	
17340	Cryotherapy of skin	yes	yes	
17360	Skin peel therapy	yes	yes	
17380	Hair removal by electrolysis	yes	yes	
17999	Skin tissue procedure	yes	yes	
19000	Drainage of breast lesion	yes	yes	
19020	Incision of breast lesion	yes	yes	
19105	Cryosurg ablate fa each	yes	yes	
19110	Nipple exploration	yes	yes	
19112	Excise breast duct fistula	yes	yes	
19120	Removal of breast lesion	yes	yes	
19125	Excision breast lesion	yes	yes	
19260	Removal of chest wall lesion	yes	N/A	
19271	Revision of chest wall	yes	N/A	
19272	Extensive chest wall surgery	yes	N/A	
19296	Place po breast cath for rad	yes	yes	
19298	Place breast rad tube/caths	yes	yes	
19300	Removal of breast tissue	yes	yes	
19301	Partial mastectomy	yes	yes	
19302	P-mastectomy w/ln removal	yes	yes	
19303	Mast simple complete	yes	yes	
19304	Mast subq	yes	N/A	
19305	Mast radical	yes	yes	
19306	Mast rad urban type	yes	yes	
19307	Mast mod rad	yes	yes	
19316	Suspension of breast	yes	yes	
19318	Reduction of large breast	yes	yes	
19324	Enlarge breast	yes	yes	
19325	Enlarge breast with implant	yes	yes	
19328	Removal of breast implant	yes	yes	
19330	Removal of implant material	yes	yes	
19340	Immediate breast prosthesis	yes	yes	
19342	Delayed breast prosthesis	yes	yes	
19350	Breast reconstruction	yes	yes	
19355	Correct inverted nipple(s)	yes	yes	
19357	Breast reconstruction	yes	yes	
19361	Breast reconstr w/lat flap	yes	yes	
19364	Breast reconstruction	yes	yes	
19366	Breast reconstruction	yes	yes	
19367	Breast reconstruction	yes	yes	
19368	Breast reconstruction	yes	yes	
19369	Breast reconstruction	yes	yes	
19370	Surgery of breast capsule	yes	yes	
19371	Removal of breast capsule	yes	yes	
19380	Revise breast reconstruction	yes	yes	
19396	Design custom breast implant	yes	yes	
19499	Breast surgery procedure	yes	yes	
20100	Explore wound neck	yes	yes	
20101	Explore wound chest	yes	yes	
20102	Explore wound abdomen	yes	yes	
20103	Explore wound extremity	yes	yes	
20150	Excise epiphyseal bar	yes	yes	
20500	Injection of sinus tract	yes	yes	
20520	Removal of foreign body	yes	yes	
20525	Removal of foreign body	yes	yes	
20526	Ther injection carp tunnel	yes	yes	
20527	Inj dupuytren cord w/enzyme	yes	yes	
20550	Inj tendon sheath/ligament	yes	yes	
20551	Inj tendon origin/insertion	yes	yes	
20552	Inj trigger point 1/2 muscl	yes	yes	
20553	Inject trigger points 3/>	yes	yes	
20555	Place ndl musc/tis for rt	yes	yes	
20560	Ndl insj w/o njx 1 or 2 musc	N/A	yes	
20561	Ndl insj w/o njx 3+ musc	N/A	yes	
20600	Drain/inj joint/bursa w/o us	yes	yes	
20604	Drain/inj joint/bursa w/us	yes	yes	
20605	Drain/inj joint/bursa w/o us	yes	yes	
20606	Drain/inj joint/bursa w/us	yes	yes	
20610	Drain/inj joint/bursa w/o us	yes	yes	
20611	Drain/inj joint/bursa w/us	yes	yes	
20612	Aspirate/inj ganglion cyst	yes	yes	
20615	Treatment of bone cyst	yes	yes	
20650	Insert and remove bone pin	yes	yes	
20660	Apply rem fixation device	yes	yes	
20661	Application of head brace	yes	yes	
20662	Application of pelvis brace	yes	yes	
20663	Application of thigh brace	yes	yes	
20664	Application of halo	yes	yes	
20665	Removal of fixation device	yes	yes	
20670	Removal of support implant	yes	yes	
20680	Removal of support implant	yes	yes	
20690	Apply bone fixation device	yes	yes	
20692	Apply bone fixation device	yes	yes	
20693	Adjust bone fixation device	yes	yes	
20694	Remove bone fixation device	yes	yes	
20696	Comp multiplane ext fixation	yes	yes	
20697	Comp ext fixate strut change	yes	yes	
20802	Replantation arm complete	yes	yes	
20805	Replant forearm complete	yes	yes	
20808	Replantation hand complete	yes	yes	
20816	Replantation digit complete	yes	yes	
20822	Replantation digit complete	yes	yes	
20824	Replantation thumb complete	yes	yes	
20827	Replantation thumb complete	yes	yes	
20838	Replantation foot complete	yes	yes	
20900	Removal of bone for graft	yes	yes	
20902	Removal of bone for graft	yes	yes	
20910	Remove cartilage for graft	yes	yes	
20912	Remove cartilage for graft	yes	yes	
20920	Removal of fascia for graft	yes	yes	
20922	Removal of fascia for graft	yes	yes	
20924	Removal of tendon for graft	yes	yes	
20926	Removal of tissue for graft	yes	N/A	
20950	Fluid pressure muscle	yes	yes	
20955	Fibula bone graft microvasc	yes	yes	
20956	Iliac bone graft microvasc	yes	yes	
20957	Mt bone graft microvasc	yes	yes	
20962	Other bone graft microvasc	yes	yes	
20969	Bone/skin graft microvasc	yes	yes	
20970	Bone/skin graft iliac crest	yes	yes	
20972	Bone/skin graft metatarsal	yes	yes	
20973	Bone/skin graft great toe	yes	yes	
20974	Electrical bone stimulation	yes	yes	
20975	Electrical bone stimulation	yes	yes	
20979	Us bone stimulation	yes	yes	
20982	Ablate bone tumor(s) perq	yes	yes	
20983	Ablate bone tumor(s) perq	yes	yes	
20999	Musculoskeletal surgery	yes	yes	
21010	Incision of jaw joint	yes	yes	
21011	Exc face les sc <2 cm	yes	yes	
21012	Exc face les sbq 2 cm/>	yes	yes	
21013	Exc face tum deep < 2 cm	yes	yes	
21014	Exc face tum deep 2 cm/>	yes	yes	
21015	Resect face/scalp tum < 2 cm	yes	yes	
21016	Resect face/scalp tum 2 cm/>	yes	yes	
21025	Excision of bone lower jaw	yes	yes	
21026	Excision of facial bone(s)	yes	yes	
21029	Contour of face bone lesion	yes	yes	
21030	Excise max/zygoma b9 tumor	yes	yes	
21031	Remove exostosis mandible	yes	yes	
21032	Remove exostosis maxilla	yes	yes	
21034	Excise max/zygoma mal tumor	yes	yes	
21040	Excise mandible lesion	yes	yes	
21044	Removal of jaw bone lesion	yes	yes	
21045	Extensive jaw surgery	yes	yes	
21046	Remove mandible cyst complex	yes	yes	
21047	Excise lwr jaw cyst w/repair	yes	yes	
21048	Remove maxilla cyst complex	yes	yes	
21049	Excis uppr jaw cyst w/repair	yes	yes	
21050	Removal of jaw joint	yes	yes	
21060	Remove jaw joint cartilage	yes	yes	
21070	Remove coronoid process	yes	yes	
21073	Mnpj of tmj w/anesth	yes	yes	
21076	Prepare face/oral prosthesis	yes	yes	
21077	Prepare face/oral prosthesis	yes	yes	
21079	Prepare face/oral prosthesis	yes	yes	
21080	Prepare face/oral prosthesis	yes	yes	
21081	Prepare face/oral prosthesis	yes	yes	
21082	Prepare face/oral prosthesis	yes	yes	
21083	Prepare face/oral prosthesis	yes	yes	
21084	Prepare face/oral prosthesis	yes	yes	
21085	Prepare face/oral prosthesis	yes	yes	
21086	Prepare face/oral prosthesis	yes	yes	
21087	Prepare face/oral prosthesis	yes	yes	
21088	Prepare face/oral prosthesis	yes	yes	
21089	Prepare face/oral prosthesis	yes	yes	
21100	Maxillofacial fixation	yes	yes	
21110	Interdental fixation	yes	yes	
21120	Reconstruction of chin	yes	yes	
21121	Reconstruction of chin	yes	yes	
21122	Reconstruction of chin	yes	yes	
21123	Reconstruction of chin	yes	yes	
21125	Augmentation lower jaw bone	yes	yes	
21127	Augmentation lower jaw bone	yes	yes	
21137	Reduction of forehead	yes	yes	
21138	Reduction of forehead	yes	yes	
21139	Reduction of forehead	yes	yes	
21141	Lefort i-1 piece w/o graft	yes	yes	
21142	Lefort i-2 piece w/o graft	yes	yes	
21143	Lefort i-3/> piece w/o graft	yes	yes	
21145	Lefort i-1 piece w/ graft	yes	yes	
21146	Lefort i-2 piece w/ graft	yes	yes	
21147	Lefort i-3/> piece w/ graft	yes	yes	
21150	Lefort ii anterior intrusion	yes	yes	
21151	Lefort ii w/bone grafts	yes	yes	
21154	Lefort iii w/o lefort i	yes	yes	
21155	Lefort iii w/ lefort i	yes	yes	
21159	Lefort iii w/fhdw/o lefort i	yes	yes	
21160	Lefort iii w/fhd w/ lefort i	yes	yes	
21172	Reconstruct orbit/forehead	yes	yes	
21175	Reconstruct orbit/forehead	yes	yes	
21179	Reconstruct entire forehead	yes	yes	
21180	Reconstruct entire forehead	yes	yes	
21181	Contour cranial bone lesion	yes	yes	
21182	Reconstruct cranial bone	yes	yes	
21183	Reconstruct cranial bone	yes	yes	
21184	Reconstruct cranial bone	yes	yes	
21188	Reconstruction of midface	yes	yes	
21193	Reconst lwr jaw w/o graft	yes	yes	
21194	Reconst lwr jaw w/graft	yes	yes	
21195	Reconst lwr jaw w/o fixation	yes	yes	
21196	Reconst lwr jaw w/fixation	yes	yes	
21198	Reconstr lwr jaw segment	yes	yes	
21199	Reconstr lwr jaw w/advance	yes	yes	
21206	Reconstruct upper jaw bone	yes	yes	
21208	Augmentation of facial bones	yes	yes	
21209	Reduction of facial bones	yes	yes	
21210	Face bone graft	yes	yes	
21215	Lower jaw bone graft	yes	yes	
21230	Rib cartilage graft	yes	yes	
21235	Ear cartilage graft	yes	yes	
21240	Reconstruction of jaw joint	yes	yes	
21242	Reconstruction of jaw joint	yes	yes	
21243	Reconstruction of jaw joint	yes	yes	
21244	Reconstruction of lower jaw	yes	yes	
21245	Reconstruction of jaw	yes	yes	
21246	Reconstruction of jaw	yes	yes	
21247	Reconstruct lower jaw bone	yes	yes	
21248	Reconstruction of jaw	yes	yes	
21249	Reconstruction of jaw	yes	yes	
21255	Reconstruct lower jaw bone	yes	yes	
21256	Reconstruction of orbit	yes	yes	
21260	Revise eye sockets	yes	yes	
21261	Revise eye sockets	yes	yes	
21263	Revise eye sockets	yes	yes	
21267	Revise eye sockets	yes	yes	
21268	Revise eye sockets	yes	yes	
21270	Augmentation cheek bone	yes	yes	
21275	Revision orbitofacial bones	yes	yes	
21280	Revision of eyelid	yes	yes	
21282	Revision of eyelid	yes	yes	
21295	Revision of jaw muscle/bone	yes	yes	
21296	Revision of jaw muscle/bone	yes	yes	
21299	Cranio/maxillofacial surgery	yes	yes	
21310	Closed tx nose fx w/o manj	yes	yes	
21315	Closed tx nose fx w/o stablj	yes	yes	
21320	Closed tx nose fx w/ stablj	yes	yes	
21325	Open tx nose fx uncomplicatd	yes	yes	
21330	Open tx nose fx w/skele fixj	yes	yes	
21335	Open tx nose & septal fx	yes	yes	
21336	Open tx septal fx w/wo stabj	yes	yes	
21337	Closed tx septal&nose fx	yes	yes	
21338	Open nasoethmoid fx w/o fixj	yes	yes	
21339	Open nasoethmoid fx w/ fixj	yes	yes	
21340	Perq tx nasoethmoid fx	yes	yes	
21343	Open tx dprsd front sinus fx	yes	yes	
21344	Open tx compl front sinus fx	yes	yes	
21345	Closed tx nose/jaw fx	yes	yes	
21346	Opn tx nasomax fx w/fixj	yes	yes	
21347	Opn tx nasomax fx multple	yes	yes	
21348	Opn tx nasomax fx w/graft	yes	yes	
21355	Perq tx malar fracture	yes	yes	
21356	Opn tx dprsd zygomatic arch	yes	yes	
21360	Opn tx dprsd malar fracture	yes	yes	
21365	Opn tx complx malar fx	yes	yes	
21366	Opn tx complx malar w/grft	yes	yes	
21385	Opn tx orbit fx transantral	yes	yes	
21386	Opn tx orbit fx periorbital	yes	yes	
21387	Opn tx orbit fx combined	yes	yes	
21390	Opn tx orbit periorbtl implt	yes	yes	
21395	Opn tx orbit periorbt w/grft	yes	yes	
21400	Closed tx orbit w/o manipulj	yes	yes	
21401	Closed tx orbit w/manipulj	yes	yes	
21406	Opn tx orbit fx w/o implant	yes	yes	
21407	Opn tx orbit fx w/implant	yes	yes	
21408	Opn tx orbit fx w/bone grft	yes	yes	
21421	Treat mouth roof fracture	yes	yes	
21422	Treat mouth roof fracture	yes	yes	
21423	Treat mouth roof fracture	yes	yes	
21431	Treat craniofacial fracture	yes	yes	
21432	Treat craniofacial fracture	yes	yes	
21433	Treat craniofacial fracture	yes	yes	
21435	Treat craniofacial fracture	yes	yes	
21436	Treat craniofacial fracture	yes	yes	
21440	Treat dental ridge fracture	yes	yes	
21445	Treat dental ridge fracture	yes	yes	
21450	Treat lower jaw fracture	yes	yes	
21451	Treat lower jaw fracture	yes	yes	
21452	Treat lower jaw fracture	yes	yes	
21453	Treat lower jaw fracture	yes	yes	
21454	Treat lower jaw fracture	yes	yes	
21461	Treat lower jaw fracture	yes	yes	
21462	Treat lower jaw fracture	yes	yes	
21465	Treat lower jaw fracture	yes	yes	
21470	Treat lower jaw fracture	yes	yes	
21480	Reset dislocated jaw	yes	yes	
21485	Reset dislocated jaw	yes	yes	
21490	Repair dislocated jaw	yes	yes	
21497	Interdental wiring	yes	yes	
21499	Head surgery procedure	yes	yes	
21501	Drain neck/chest lesion	yes	yes	
21502	Drain chest lesion	yes	yes	
21510	Drainage of bone lesion	yes	yes	
21552	Exc neck les sc 3 cm/>	yes	yes	
21554	Exc neck tum deep 5 cm/>	yes	yes	
21555	Exc neck les sc < 3 cm	yes	yes	
21556	Exc neck tum deep < 5 cm	yes	yes	
21557	Resect neck thorax tumor<5cm	yes	yes	
21558	Resect neck tumor 5 cm/>	yes	yes	
21600	Partial removal of rib	yes	yes	
21601	Exc chest wall tumor w/ribs	N/A	yes	
21602	Exc ch wal tum w/o lymphadec	N/A	yes	
21603	Exc ch wal tum w/lymphadec	N/A	yes	
21610	Partial removal of rib	yes	yes	
21615	Removal of rib	yes	yes	
21616	Removal of rib and nerves	yes	yes	
21620	Partial removal of sternum	yes	yes	
21627	Sternal debridement	yes	yes	
21630	Extensive sternum surgery	yes	yes	
21632	Extensive sternum surgery	yes	yes	
21685	Hyoid myotomy & suspension	yes	yes	
21700	Revision of neck muscle	yes	yes	
21705	Revision of neck muscle/rib	yes	yes	
21720	Revision of neck muscle	yes	yes	
21725	Revision of neck muscle	yes	yes	
21740	Reconstruction of sternum	yes	yes	
21742	Repair stern/nuss w/o scope	yes	yes	
21743	Repair sternum/nuss w/scope	yes	yes	
21750	Repair of sternum separation	yes	yes	
21811	Optx of rib fx w/fixj scope	yes	yes	
21812	Treatment of rib fracture	yes	yes	
21813	Treatment of rib fracture	yes	yes	
21820	Treat sternum fracture	yes	yes	
21825	Treat sternum fracture	yes	yes	
21899	Neck/chest surgery procedure	yes	yes	
21930	Exc back les sc < 3 cm	yes	yes	
21931	Exc back les sc 3 cm/>	yes	yes	
21932	Exc back tum deep < 5 cm	yes	yes	
21933	Exc back tum deep 5 cm/>	yes	yes	
21935	Resect back tum < 5 cm	yes	yes	
21936	Resect back tum 5 cm/>	yes	yes	
22010	I&d p-spine c/t/cerv-thor	yes	yes	
22015	I&d abscess p-spine l/s/ls	yes	yes	
22100	Remove part of neck vertebra	yes	yes	
22101	Remove part thorax vertebra	yes	yes	
